bookId,new_author,clean_author,birthplace,latlong,author_used
5113.Franny_and_Zooey,J. D. Salinger,J.D. Salinger,,,2
122.The_Power_of_One,Lindley Murray,Bryce Courtenay,Johannesburg,-26.204444444444444 28.045555555555556,1
65605.The_Magician_s_Nephew,C. S. Lewis,C.S. Lewis,Belfast,54.59638888888889 -5.93,2
16793.Stardust,Neil Gaiman,Neil Gaiman,Portchester,50.842 -1.12,1
47281.Number_the_Stars,Lois Lowry,Lois Lowry,Honolulu,21.306944444444444 -157.85833333333332,1
36402034-do-androids-dream-of-electric-sheep,Philip K. Dick,Philip K. Dick,Chicago,41.88194444444444 -87.62777777777778,1
18710190-allegiant,Veronica Roth,Veronica Roth,New York City,40.71277777777778 -74.00611111111111,1
15745753-eleanor-park,Rainbow Rowell,Rainbow Rowell,,,2
21.A_Short_History_of_Nearly_Everything,Bill Bryson,Bill Bryson,"Des Moines, Iowa",41.590833333333336 -93.62083333333334,1
17347634-me-before-you,Jojo Moyes,Jojo Moyes,"Maidstone, Kent",,1
12127750-the-mark-of-athena,Rick Riordan,Rick Riordan,"San Antonio, Texas",,1
3153910-the-art-of-racing-in-the-rain,Garth Stein,Garth Stein,,,2
7235533-the-way-of-kings,Brandon Sanderson,Brandon Sanderson,"Lincoln, Nebraska",40.80888888888889 -96.67888888888889,1
4374400-if-i-stay,Gayle Forman,Gayle Forman,"Los Angeles, California",,1
3685.Black_Beauty,Anna Sewell,Anna Sewell,Great Yarmouth,52.606 1.729,1
7588.A_Portrait_of_the_Artist_as_a_Young_Man,James Joyce,James Joyce,,,2
7733.Gulliver_s_Travels,Jonathan Swift,Jonathan Swift,Dublin,53.35 -6.260277777777778,1
5826.Bel_Canto,Ann Patchett,Ann Patchett,"Los Angeles, California",,1
28676.American_Psycho,Bret Easton Ellis,Bret Easton Ellis,California,35.491035 -119.347852,1
5805.V_for_Vendetta,Alan Moore,Alan Moore,Northampton,52.2303748 -0.8937527,1
310259.Love_You_Forever,Robert N. Munsch,Robert Munsch,"Pittsburgh, Pennsylvania",,1
6327.The_Witches,Roald Dahl,Roald Dahl,Cardiff,51.48166666666667 -3.1791666666666667,1
2213661.The_Graveyard_Book,Neil Gaiman,Neil Gaiman,Portchester,50.842 -1.12,1
14905.The_Complete_Novels,Wendy Pini,Jane Austen,"Steventon, Hampshire",51.2303 -1.2189,1
13536860-fifty-shades-freed,E. L. James,E.L. James,London,51.507222222222225 -0.1275,2
10920.Cold_Mountain,Charles Frazier,Charles Frazier,"Asheville, North Carolina",35.59583333333333 -82.55277777777778,1
43035.White_Fang,Jack London,Jack London,California,35.491035 -119.347852,1
52357.Beowulf,,Unknown,,,2
84981.Tuck_Everlasting,Natalie Babbitt,Natalie Babbitt,"Dayton, Ohio",39.75944444444445 -84.19166666666666,1
68428.The_Final_Empire,Brandon Sanderson,Brandon Sanderson,"Lincoln, Nebraska",40.80888888888889 -96.67888888888889,1
6304335-beautiful-creatures,James Herriot,Kami Garcia,"Sunderland, Tyne and Wear",,2
16631.Steppenwolf,Hermann Hesse,Hermann Hesse,Calw,48.71666666666667 8.733333333333333,1
45978.Eldest,Christopher Paolini,Christopher Paolini,California,35.491035 -119.347852,1
42899.Dark_Lover,J. R. Ward,J.R. Ward,,,2
46799.Go_Ask_Alice,Beatrice Sparks,Beatrice Sparks,"Custer County, Idaho",44.23 -114.29,1
228665.The_Eye_of_the_World,Robert Jordan,Robert Jordan,"Charleston, South Carolina",32.78333333333333 -79.93194444444444,1
391729.The_Tell_Tale_Heart_and_Other_Writings,Edgar Allan Poe,Edgar Allan Poe,Boston,42.360277777777775 -71.05777777777777,1
77013.As_I_Lay_Dying,William Faulkner,William Faulkner,"New Albany, Mississippi",34.492222222222225 -89.00944444444444,1
5148.A_Separate_Peace,John Knowles,John Knowles,"Fairmont, West Virginia",39.48138888888889 -80.14333333333333,1
15195.The_Complete_Maus,Art Spiegelman,Art Spiegelman,,,2
45032.Mansfield_Park,Jane Austen,Jane Austen,"Steventon, Hampshire",51.2303 -1.2189,1
3985.The_Amazing_Adventures_of_Kavalier_Clay,Michael Chabon,Michael Chabon,"Washington, D.C.",38.90472222222222 -77.01638888888888,1
2248573.Brisingr,Christopher Paolini,Christopher Paolini,California,35.491035 -119.347852,1
60748.A_Child_Called_It_,Dave Pelzer,Dave Pelzer,"Daly City, California",37.68638888888889 -122.46833333333333,1
22232.Stargirl,Jerry Spinelli,Jerry Spinelli,"Norristown, Pennsylvania",40.12 -75.34166666666667,1
67896.Tao_Te_Ching,Laozi,Lao Tzu,State of Chu,,2
5526.Dear_John,Nicholas Sparks,Nicholas Sparks,"Omaha, Nebraska",41.25861111111111 -95.9375,1
14836.Midnight_s_Children,Salman Rushdie,Salman Rushdie,Bombay,,1
11590._Salem_s_Lot,Stephen King,Stephen King,Maine,45.0 -69.0,1
76778.The_Martian_Chronicles,Ray Bradbury,Ray Bradbury,"Waukegan, Illinois",42.37027777777778 -87.8711111111111,1
7791997-crescendo,Becca Fitzpatrick,Becca Fitzpatrick,,,2
11713.The_English_Patient,Michael Ondaatje,Michael Ondaatje,Colombo,6.934444444444445 79.84277777777778,1
4406.East_of_Eden,John Steinbeck,John Steinbeck,"Salinas, California",36.67777777777778 -121.65555555555555,1
49628.Cloud_Atlas,David Mitchell,David Mitchell,,,2
629.Zen_and_the_Art_of_Motorcycle_Maintenance,Worth Books,Robert M. Pirsig,Minneapolis,44.981944444444444 -93.26916666666666,1
18007564-the-martian,Ray Bradbury,Andy Weir,"Davis, California",38.55388888888889 -121.73805555555556,1
5358.The_Firm,John Grisham,John Grisham,"Jonesboro, Arkansas",35.82805555555556 -90.69416666666666,1
6400090-the-last-song,J.R.R. Tolkien,Nicholas Sparks,"Omaha, Nebraska",41.25861111111111 -95.9375,1
17150.My_ntonia,Willa Cather,Willa Cather,"Gore, Virginia",39.263888888888886 -78.33194444444445,1
10429045-shatter-me,Tahereh Mafi,Tahereh Mafi,United States,38.88333333333333 -77.01666666666667,1
18122.The_Amber_Spyglass,Philip Pullman,Philip Pullman,Norwich,52.63 1.297,1
130440.Doctor_Zhivago,Boris Pasternak,Boris Pasternak,Russian Empire,,1
30597.The_Hunchback_of_Notre_Dame,Hal Leonard Corp.,Victor Hugo,Besançon,47.24 6.02,1
15645.Inferno,Dante Alighieri,Dante Alighieri,Republic of Florence,43.769444444444446 11.25611111111111,1
6952.Like_Water_for_Chocolate,"Marco Leonardi, Lumi Cavazos, Regina Torné, Mario Iván Martínez",Laura Esquivel,"Cuauhtémoc, Mexico City",19.443055555555556 -99.14444444444445,1
31685789-room,Edgar Wallace,Emma Donoghue,Republic of Ireland,53.344166666666666 -6.2675,1
5364.Dragonfly_in_Amber,Diana Gabaldon,Diana Gabaldon,"Scottsdale, Arizona",33.49305555555556 -111.92611111111111,1
4980.Breakfast_of_Champions,Kurt Vonnegut,Kurt Vonnegut Jr.,Indianapolis,39.76861111111111 -86.15805555555555,2
6319.The_BFG,Roald Dahl,Roald Dahl,Cardiff,51.48166666666667 -3.1791666666666667,1
23437156-six-of-crows,Leigh Bardugo,Leigh Bardugo,Jerusalem,,1
22463.The_Origin_of_Species,Charles Darwin,Charles Darwin,Shrewsbury,52.708 -2.754,1
5211.A_Fine_Balance,Rohinton Mistry,Rohinton Mistry,Bombay,,1
8490112-daughter-of-smoke-bone,Laini Taylor,Laini Taylor,"Chico, California",39.74 -121.83555555555556,1
51496.The_Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,Robert Louis Stevenson,Edinburgh,55.95333333333333 -3.1891666666666665,1
8755785-city-of-heavenly-fire,Cassandra Clare,Cassandra Clare,Tehran,35.689166666666665 51.388888888888886,1
3975774-evermore,Taylor Swift,Alyson Noel,"West Reading, Pennsylvania",40.33416666666667 -75.94666666666667,2
41637836-the-subtle-knife,Philip Pullman,Philip Pullman,Norwich,52.63 1.297,1
12898.Death_of_a_Salesman,Arthur Miller,Arthur Miller,Manhattan,40.78333333333333 -73.96666666666667,1
10644930-11-22-63,Stephen King,Stephen King,Maine,45.0 -69.0,1
386187.Midnight_in_the_Garden_of_Good_and_Evil,John Berendt,John Berendt,,,2
12220.A_Streetcar_Named_Desire,Tennessee Williams,Tennessee Williams,"Columbus, Mississippi",33.501666666666665 -88.415,1
6759.Infinite_Jest,David Foster Wallace,David Foster Wallace,"Ithaca, New York",42.443333333333335 -76.5,1
28862.The_Prince,Antoine de Saint-Exupéry,Niccolò Machiavelli,Republic of Florence,43.769444444444446 11.25611111111111,1
1420.Hamlet,William Shakespeare,William Shakespeare,Stratford-upon-Avon,52.19277777777778 -1.7063888888888887,1
14706.Faust_First_Part,Johann Wolfgang von Goethe,Johann Wolfgang von Goethe,Holy Roman Empire,,1
40873273-snow-flower-and-the-secret-fan,Lisa See,Lisa See,"Paris, France",,1
6936382-anna-and-the-french-kiss,Stephanie Perkins,Stephanie Perkins,South Carolina,34.0 -81.0,1
13497.A_Feast_for_Crows,George R. R. Martin,George R.R. Martin,"Bayonne, New Jersey",40.66253 -74.110192,2
13152.The_Angel_Experiment,James Patterson,James Patterson,"Newburgh, New York",41.51972222222222 -74.0213888888889,1
7735333-matched,Paul Nagel,Ally Condie,"Cedar City, Utah",37.6775 -113.06194444444445,1
43448.Flowers_in_the_Attic,V. C. Andrews,V.C. Andrews,"Portsmouth, Virginia",36.83444444444444 -76.34166666666667,2
7354.The_Shipping_News,Annie Proulx,Annie Proulx,"Norwich, Connecticut",41.55027777777778 -72.0875,1
8664353-unbroken,Laura Hillenbrand,Laura Hillenbrand,"Fairfax, Virginia",38.8525 -77.30416666666666,1
136116.The_Scarlet_Pimpernel,"Emmuska Orczy, Baroness Orczy",Emmuska Orczy,,,2
15717943-hopeless,Colleen Hoover,Colleen Hoover,"Sulphur Springs, Texas",33.134166666666665 -95.60194444444444,1
187181.The_Chosen,Chaim Potok,Chaim Potok,"Bronx, New York",,1
285092.High_Fidelity,Nick Hornby,Nick Hornby,"Redhill, Surrey",51.2393 -0.1726,1
18143977-all-the-light-we-cannot-see,Omen King,Anthony Doerr,"Cleveland, Ohio",,1
249747.Artemis_Fowl,Eoin Colfer,Eoin Colfer,Wexford,52.3342 -6.4575,1
19302.Pippi_Longstocking,Bettina Kümmerling-Meibauer,Astrid Lindgren,Vimmerby,57.666666666666664 15.85,1
3950967-the-tales-of-beedle-the-bard,J. K. Rowling,J.K. Rowling,Yate,51.5402 -2.410989,2
10956.The_Virgin_Suicides,Jeffrey Eugenides,Jeffrey Eugenides,Detroit,42.33138888888889 -83.04583333333333,1
101299.The_Reader,Ontario. Ministry of Education.,Bernhard Schlink,"Bielefeld, Germany",,1
14866.Nineteen_Minutes,Jodi Picoult,Jodi Picoult,"Nesconset, New York",40.846111111111114 -73.15055555555556,1
12127810-the-house-of-hades,Rick Riordan,Rick Riordan,"San Antonio, Texas",,1
33600.Shantaram,Gregory David Roberts,Gregory David Roberts,Melbourne,-37.814166666666665 144.96305555555554,1
397483.The_Devil_in_the_White_City,Worth Books,Erik Larson,,,2
11422.Redeeming_Love,Francine Rivers,Francine Rivers,,,2
53835.The_Age_of_Innocence,Edith Wharton,Edith Wharton,New York City,40.71277777777778 -74.00611111111111,1
1656001.The_Host,Stephenie Meyer,Stephenie Meyer,"Hartford, Connecticut",41.7625 -72.67416666666666,1
6411961-the-lost-symbol,Dan Brown,Dan Brown,"Exeter, New Hampshire",42.98138888888889 -70.94777777777777,1
6088007-neuromancer,William Gibson,William Gibson,"Conway, South Carolina",33.838055555555556 -79.05611111111111,1
676924.Betrayed,David Hosp,P.C. Cast,,,2
18114322-the-grapes-of-wrath,John Steinbeck,John Steinbeck,"Salinas, California",36.67777777777778 -121.65555555555555,1
50398.Northanger_Abbey,Jane Austen,Jane Austen,"Steventon, Hampshire",51.2303 -1.2189,1
140225.The_Voyage_of_the_Dawn_Treader,C. S. Lewis,C.S. Lewis,Belfast,54.59638888888889 -5.93,2
11012.Dubliners,James Joyce,James Joyce,,,2
42900.Lover_Awakened,J. R. Ward,J.R. Ward,,,2
16096824-a-court-of-thorns-and-roses,Sarah J. Maas,Sarah J. Maas,,,2
137791.Divine_Secrets_of_the_Ya_Ya_Sisterhood,Rebecca Wells,Rebecca Wells,"Alexandria, Louisiana",31.29277777777778 -92.45916666666666,1
34080.The_Waste_Land,Stephen King,T.S. Eliot,Maine,45.0 -69.0,2
2866718-untamed,Edgar Rice Burroughs,P.C. Cast,,,2
256566.Everything_Is_Illuminated,Jonathan Safran Foer,Jonathan Safran Foer,"Washington, D.C.",38.90472222222222 -77.01638888888888,1
17167166-crown-of-midnight,Sarah J. Maas,Sarah J. Maas,,,2
59716.To_the_Lighthouse,Virginia Woolf,Virginia Woolf,London,51.507222222222225 -0.1275,1
13214.I_Know_Why_the_Caged_Bird_Sings,Maya Angelou,Maya Angelou,St. Louis,38.62722222222222 -90.19777777777777,1
41804.I_Robot,Isaac Asimov,Isaac Asimov,Petrovichi,53.975 32.15888888888889,1
690926.The_Twilight_Collection,John Peragine,Stephenie Meyer,"Hartford, Connecticut",41.7625 -72.67416666666666,1
5308.The_Pearl,John Steinbeck,John Steinbeck,"Salinas, California",36.67777777777778 -121.65555555555555,1
18635016-the-one,Longinus,Kiera Cass,"Myrtle Beach, South Carolina",33.744075 -78.869475,1
41681.The_Jungle,Upton Sinclair,Upton Sinclair,,,2
10592.Carrie,Theodore Dreiser,Stephen King,Maine,45.0 -69.0,1
77142.Snow_Falling_on_Cedars,David Guterson,David Guterson,Washington (state),47.33 -121.62,1
10987.Voyager,Virginia Woolf,Diana Gabaldon,"Scottsdale, Arizona",33.49305555555556 -111.92611111111111,1
18765.I_Claudius,Robert Graves,Robert Graves,Municipal Borough of Wimbledon,51.4212 -0.2045,1
20613470-heir-of-fire,Sarah J. Maas,Sarah J. Maas,,,2
4137.Me_Talk_Pretty_One_Day,David Sedaris,David Sedaris,"Johnson City, New York",42.11666666666667 -75.95944444444444,1
1326258.Chosen,Chaim Potok,P.C. Cast,"Bronx, New York",,2
3087.A_Room_with_a_View,E. M. Forster,E.M. Forster,,,2
31242.Bleak_House,Charles Dickens,Charles Dickens,Portsmouth,50.80583333333333 -1.0872222222222223,1
30289.The_Republic,G. A. Henty,Plato,Ancient Greece,,1
84369.The_Last_Battle,C. S. Lewis,C.S. Lewis,Belfast,54.59638888888889 -5.93,2
179780.The_Exorcist,William Peter Blatty,William Peter Blatty,,,2
9293020-the-elephant-tree,Penny Dale,R.D. Ronald,,,2
17061.Coraline,Neil Gaiman,Neil Gaiman,Portchester,50.842 -1.12,1
24861.Demian,,Hermann Hesse,Calw,48.71666666666667 8.733333333333333,1
16101128-the-5th-wave,Rick Yancey,Rick Yancey,"Miami, Florida",,1
6644117-the-iron-king,Julie Kagawa,Julie Kagawa,,,2
34384161-quantum-roots-ii,,Kyle Keyes,,,2
12000020-aristotle-and-dante-discover-the-secrets-of-the-universe,Benjamin Alire Sáenz,Benjamin Alire Sáenz,"Doña Ana County, New Mexico",32.312222222222225 -106.77833333333334,1
93101.The_Arabian_Nights,Andrew Lang,Anonymous,"Selkirk, Scottish Borders",55.55 -2.84002,2
7740152-torment,Val McDermid,Lauren Kate,"Dayton, Ohio",39.75944444444445 -84.19166666666666,1
8709527-bloodlines,Sidney Sheldon,Richelle Mead,Michigan,44.0 -85.0,1
34521870-mistress-suffragette,Diana Forbes,Diana Forbes,,,2
5797.Vanity_Fair,William Makepeace Thackeray,William Makepeace Thackeray,Calcutta,,1
43889.Wizard_s_First_Rule,Terry Goodkind,Terry Goodkind,"Omaha, Nebraska",41.25861111111111 -95.9375,1
156538.North_and_South,Elizabeth Cleghorn Gaskell,Elizabeth Gaskell,"Chelsea, London",51.4875 -0.1684,1
30933.Brideshead_Revisited,Evelyn Waugh,Evelyn Waugh,West Hampstead,51.5543 -0.1888,1
14743.The_God_Delusion,Richard Dawkins,Richard Dawkins,Nairobi,-1.2863888888888888 36.81722222222222,1
31548.Of_Human_Bondage,W. Somerset Maugham,W. Somerset Maugham,,,2
40651883-snow-crash,Neal Stephenson,Neal Stephenson,Maryland,39.0 -77.0,1
8908.World_War_Z,Max Brooks,Max Brooks,,,2
3682.A_Great_and_Terrible_Beauty,Libba Bray,Libba Bray,United States,38.88333333333333 -77.01666666666667,1
20448515-bared-to-you,Sylvia Day,Sylvia Day,,,2
11901.The_Witching_Hour,Anne Rice,Anne Rice,"New Orleans, Louisiana",,1
8909.The_War_of_the_Worlds,H. G. Wells,H.G. Wells,Bromley,51.407 0.021,2
2800905-the-summoning,A. E. W. Mason,Kelley Armstrong,Dulwich,51.4457 -0.0779,2
6150.Cry_the_Beloved_Country,Alan Paton,Alan Paton,Colony of Natal,,1
51606.Johnny_Got_His_Gun,Dalton Trumbo,Dalton Trumbo,"Montrose, Colorado",38.47694444444444 -107.86555555555556,1
47401.Chocolat,Joanne Harris,Joanne Harris,Barnsley,53.5547 -1.4791,1
1421990.Halfway_to_the_Grave,Jeaniene Frost,Jeaniene Frost,,,2
49436.Three_Cups_of_Tea,,Greg Mortenson,"St. Cloud, Minnesota",45.55 -94.16666666666667,1
4268157-perfect-chemistry,Simone Elkeles,Simone Elkeles,"Chicago, Illinois",,1
22328546-red-queen,Victoria Aveyard,Victoria Aveyard,"East Longmeadow, Massachusetts",42.06444444444445 -72.51305555555555,1
3777732-city-of-glass,Cassandra Clare,Cassandra Clare,Tehran,35.689166666666665 51.388888888888886,1
6485421-the-mortal-instruments-boxed-set,,Cassandra Clare,Tehran,35.689166666666665 51.388888888888886,1
5890.The_Woman_in_White,Wilkie Collins,Wilkie Collins,Marylebone,51.5177 -0.147,1
960.Angels_Demons,Dan Brown,Dan Brown,"Exeter, New Hampshire",42.98138888888889 -70.94777777777777,1
51738.Just_Listen,Sarah Dessen,Sarah Dessen,"Evanston, Illinois",42.04638888888889 -87.69472222222223,1
70535.2001,Stanley Kubrick,Arthur C. Clarke,Minehead,51.2038 -3.4738,1
51737.The_Truth_About_Forever,Sarah Dessen,Sarah Dessen,"Evanston, Illinois",42.04638888888889 -87.69472222222223,1
8667848-a-discovery-of-witches,Deborah E. Harkness,Deborah Harkness,Pennsylvania,41.0 -78.0,1
764347.Unwind,Jenna Keller,Neal Shusterman,Brooklyn,40.69277777777778 -73.99027777777778,1
135836.Trainspotting,Irvine Welsh,Irvine Welsh,Leith,55.98 -3.17,1
197084.Are_You_My_Mother_,P. D. Eastman,P.D. Eastman,"Amherst, Massachusetts",42.38333333333333 -72.51666666666667,2
4799.Cannery_Row,John Steinbeck,John Steinbeck,"Salinas, California",36.67777777777778 -121.65555555555555,1
12957.Much_Ado_About_Nothing,William Shakespeare,William Shakespeare,Stratford-upon-Avon,52.19277777777778 -1.7063888888888887,1
12749.Swann_s_Way,Marcel Proust,Marcel Proust,Neuilly-Auteuil-Passy,,1
556602.Sarah_s_Key,Tatiana de Rosnay,Tatiana de Rosnay,Neuilly-sur-Seine,48.8881 2.2686,1
420282.The_Polar_Express,Chris Van Allsburg,Chris Van Allsburg,"East Grand Rapids, Michigan",42.950833333333335 -85.61555555555556,1
2299110.Acheron,Sherrilyn Kenyon,Sherrilyn Kenyon,"Columbus, Georgia",32.492222222222225 -84.94027777777778,1
32049.Lady_Chatterley_s_Lover,David Herbert Lawrence,D.H. Lawrence,,,2
16248068-the-elite,Kiera Cass,Kiera Cass,"Myrtle Beach, South Carolina",33.744075 -78.869475,1
10637766-silence,Thomas Harris,Becca Fitzpatrick,"Jackson, Tennessee",35.614444444444445 -88.81388888888888,2
40611328-ishmael,Emma Dorothy Eliza Nevitte Southworth,Daniel Quinn,"Omaha, Nebraska",41.25861111111111 -95.9375,1
4009.Nine_Stories,J. D. Salinger,J.D. Salinger,,,2
11408650-the-unbecoming-of-mara-dyer,Michelle Hodkin,Michelle Hodkin,,,2
838729.The_Return_of_the_King,J.R.R. Tolkien,J.R.R. Tolkien,,,2
18460392-all-the-bright-places,Jennifer Niven,Jennifer Niven,,,2
1898.Into_Thin_Air,,Jon Krakauer,"Brookline, Massachusetts",42.33166666666666 -71.12166666666667,1
31463.Far_From_the_Madding_Crowd,Thomas Hardy,Thomas Hardy,Stinsford,50.7181 -2.4101,1
29908754-the-zombie-room,R. D. Ronald,R.D. Ronald,,,2
7747374-i-am-number-four,Pittacus Lore,Pittacus Lore,,,2
15863832-angelfall,Susan Ee,Susan Ee,,,2
140077.Dead_to_the_World,Charlaine Harris,Charlaine Harris,"Tunica, Mississippi",34.68888888888889 -90.38055555555556,1
2156.Persuasion,Jane Austen,Jane Austen,"Steventon, Hampshire",51.2303 -1.2189,1
41014505-the-bronze-horseman,Paullina Simons,Paullina Simons,Russian Soviet Federative Socialist Republic,,1
56728.You_Are_Special,Max Lucado,Max Lucado,"San Angelo, Texas",31.442777777777778 -100.45027777777777,1
518848.Sabriel,Garth Nix,Garth Nix,Victoria (Australia),-37.0 144.0,1
3591262-cutting-for-stone,Abraham Verghese,Abraham Verghese,Addis Ababa,9.03 38.74,1
92307.Being_and_Time,Paul Gorner,Martin Heidegger,German Empire,52.516666666666666 13.4,1
179064.The_Goose_Girl,Harold MacGrath,Shannon Hale,"Salt Lake City, Utah",,1
31122.I_Capture_the_Castle,Dodie Smith,Dodie Smith,"Whitefield, Greater Manchester",53.5521 -2.2992,1
40611510-the-last-lecture,Randy Pausch,Randy Pausch,Maryland,39.0 -77.0,1
13188676-ignite-me,Tahereh Mafi,Tahereh Mafi,United States,38.88333333333333 -77.01666666666667,1
92517.The_Glass_Menagerie,Tennessee Williams,Tennessee Williams,"Columbus, Mississippi",33.501666666666665 -88.415,1
1625.Twelfth_Night,William Shakespeare,William Shakespeare,Stratford-upon-Avon,52.19277777777778 -1.7063888888888887,1
10576365-the-darkest-minds,Alexandra Bracken,Alexandra Bracken,"Phoenix, Arizona",33.44833333333333 -112.07388888888889,1
36236125-invisible-monsters,Chuck Palahniuk,Chuck Palahniuk,"Pasco, Washington",46.23861111111111 -119.10861111111112,1
11899.The_Hours,William Butler Yeats,Michael Cunningham,Cincinnati,39.1 -84.5125,1
40909452-drums-of-autumn,Diana Gabaldon,Diana Gabaldon,"Scottsdale, Arizona",33.49305555555556 -111.92611111111111,1
305234.Wicked_Lovely,Melissa Marr,Melissa Marr,,,2
366522.P_S_I_Love_You,Jenny Han,Cecelia Ahern,Republic of Ireland,53.344166666666666 -6.2675,1
18006496-queen-of-shadows,Raymond E. Feist,Sarah J. Maas,"Los Angeles, California",,2
4134071-hunted,Charles Dickens,P.C. Cast,Portsmouth,50.80583333333333 -1.0872222222222223,2
